model,draw,module,approving,veto_total,predicted_harmful,favorable_uncertainty_fail,neutral,invalid,near_zero_upper_abs_le_1e_10,both_means_negative,ce_negative_kl_nonnegative,ce_nonnegative_kl_negative,both_nonnegative,both_pass,only_ce_pass,only_kl_pass,neither_pass
qwen4b,draw4,model.layers.28.self_attn.v_proj,ce,114,41,73,0,0,0,783,483,548,746,3,114,4,2439
qwen4b,draw4,model.layers.28.self_attn.v_proj,kl,4,1,3,0,0,0,783,483,548,746,3,114,4,2439
qwen4b,seed0,model.layers.29.mlp.down_proj,ce,330,81,249,0,0,0,8209,4066,4216,7829,5,330,27,23958
qwen4b,seed0,model.layers.29.mlp.down_proj,kl,27,2,25,0,0,0,8209,4066,4216,7829,5,330,27,23958
qwen4b,draw1,model.layers.29.mlp.down_proj,ce,303,44,259,0,0,0,8067,4195,4378,7680,5,303,34,23978
qwen4b,draw1,model.layers.29.mlp.down_proj,kl,34,3,31,0,0,0,8067,4195,4378,7680,5,303,34,23978
qwen4b,draw2,model.layers.29.mlp.down_proj,ce,301,83,218,0,0,0,8047,4307,4423,7543,6,301,28,23985
qwen4b,draw2,model.layers.29.mlp.down_proj,kl,28,5,23,0,0,0,8047,4307,4423,7543,6,301,28,23985
qwen4b,draw3,model.layers.29.mlp.down_proj,ce,291,80,211,0,0,0,8039,4250,4352,7679,3,291,24,24002
qwen4b,draw3,model.layers.29.mlp.down_proj,kl,24,6,18,0,0,0,8039,4250,4352,7679,3,291,24,24002
qwen4b,draw4,model.layers.29.mlp.down_proj,ce,320,84,236,0,0,0,8075,4264,4275,7706,3,320,19,23978
qwen4b,draw4,model.layers.29.mlp.down_proj,kl,19,3,16,0,0,0,8075,4264,4275,7706,3,320,19,23978
qwen4b,seed0,model.layers.29.mlp.gate_proj,ce,57,8,49,0,0,0,8651,3677,3833,8159,2,57,18,24243
qwen4b,seed0,model.layers.29.mlp.gate_proj,kl,18,1,17,0,0,0,8651,3677,3833,8159,2,57,18,24243
qwen4b,draw1,model.layers.29.mlp.gate_proj,ce,66,10,56,0,0,0,8306,3997,4063,7954,1,66,19,24234
qwen4b,draw1,model.layers.29.mlp.gate_proj,kl,19,0,19,0,0,0,8306,3997,4063,7954,1,66,19,24234
qwen4b,draw2,model.layers.29.mlp.gate_proj,ce,54,9,45,0,0,0,8535,3914,3990,7881,3,54,20,24243
qwen4b,draw2,model.layers.29.mlp.gate_proj,kl,20,1,19,0,0,0,8535,3914,3990,7881,3,54,20,24243
qwen4b,draw3,model.layers.29.mlp.gate_proj,ce,45,6,39,0,0,0,8527,3746,3837,8210,2,45,9,24264
qwen4b,draw3,model.layers.29.mlp.gate_proj,kl,9,0,9,0,0,0,8527,3746,3837,8210,2,45,9,24264
qwen4b,draw4,model.layers.29.mlp.gate_proj,ce,73,13,60,0,0,0,8567,3794,3846,8113,0,73,19,24228
qwen4b,draw4,model.layers.29.mlp.gate_proj,kl,19,1,18,0,0,0,8567,3794,3846,8113,0,73,19,24228
qwen4b,seed0,model.layers.29.mlp.up_proj,ce,152,29,123,0,0,0,8498,3875,4080,7867,3,152,29,24136
qwen4b,seed0,model.layers.29.mlp.up_proj,kl,29,1,28,0,0,0,8498,3875,4080,7867,3,152,29,24136
qwen4b,draw1,model.layers.29.mlp.up_proj,ce,139,25,114,0,0,0,8140,4042,4165,7973,2,139,21,24158
qwen4b,draw1,model.layers.29.mlp.up_proj,kl,21,4,17,0,0,0,8140,4042,4165,7973,2,139,21,24158
qwen4b,draw2,model.layers.29.mlp.up_proj,ce,147,31,116,0,0,0,7982,4255,4362,7721,4,147,31,24138
qwen4b,draw2,model.layers.29.mlp.up_proj,kl,31,6,25,0,0,0,7982,4255,4362,7721,4,147,31,24138
qwen4b,draw3,model.layers.29.mlp.up_proj,ce,154,37,117,0,0,0,8369,3949,4104,7898,2,154,17,24147
qwen4b,draw3,model.layers.29.mlp.up_proj,kl,17,2,15,0,0,0,8369,3949,4104,7898,2,154,17,24147
qwen4b,draw4,model.layers.29.mlp.up_proj,ce,179,37,142,0,0,0,8389,3912,4055,7964,0,179,25,24116
qwen4b,draw4,model.layers.29.mlp.up_proj,kl,25,1,24,0,0,0,8389,3912,4055,7964,0,179,25,24116
qwen4b,seed0,model.layers.29.self_attn.k_proj,ce,21,3,18,0,0,0,861,423,458,818,0,21,4,2535
qwen4b,seed0,model.layers.29.self_attn.k_proj,kl,4,0,4,0,0,0,861,423,458,818,0,21,4,2535
qwen4b,draw1,model.layers.29.self_attn.k_proj,ce,11,1,10,0,0,0,859,430,444,827,0,11,6,2543
qwen4b,draw1,model.layers.29.self_attn.k_proj,kl,6,0,6,0,0,0,859,430,444,827,0,11,6,2543
qwen4b,draw2,model.layers.29.self_attn.k_proj,ce,18,3,15,0,0,0,891,445,395,829,0,18,1,2541
qwen4b,draw2,model.layers.29.self_attn.k_proj,kl,1,0,1,0,0,0,891,445,395,829,0,18,1,2541
qwen4b,draw3,model.layers.29.self_attn.k_proj,ce,16,5,11,0,0,0,807,476,450,827,0,16,3,2541
qwen4b,draw3,model.layers.29.self_attn.k_proj,kl,3,0,3,0,0,0,807,476,450,827,0,16,3,2541
qwen4b,draw4,model.layers.29.self_attn.k_proj,ce,20,6,14,0,0,0,861,455,457,787,0,20,2,2538
qwen4b,draw4,model.layers.29.self_attn.k_proj,kl,2,0,2,0,0,0,861,455,457,787,0,20,2,2538
qwen4b,seed0,model.layers.29.self_attn.o_proj,ce,511,142,369,0,0,0,3171,1918,2047,3104,4,511,12,9713
qwen4b,seed0,model.layers.29.self_attn.o_proj,kl,12,4,8,0,0,0,3171,1918,2047,3104,4,511,12,9713
qwen4b,draw1,model.layers.29.self_attn.o_proj,ce,437,91,346,0,0,0,3327,1861,1912,3140,6,437,7,9790
qwen4b,draw1,model.layers.29.self_attn.o_proj,kl,7,1,6,0,0,0,3327,1861,1912,3140,6,437,7,9790
qwen4b,draw2,model.layers.29.self_attn.o_proj,ce,436,124,312,0,0,0,3191,1967,2052,3030,5,436,20,9779
qwen4b,draw2,model.layers.29.self_attn.o_proj,kl,20,8,12,0,0,0,3191,1967,2052,3030,5,436,20,9779
qwen4b,draw3,model.layers.29.self_attn.o_proj,ce,486,147,339,0,0,0,3145,1927,2075,3093,3,486,11,9740
qwen4b,draw3,model.layers.29.self_attn.o_proj,kl,11,2,9,0,0,0,3145,1927,2075,3093,3,486,11,9740
qwen4b,draw4,model.layers.29.self_attn.o_proj,ce,505,150,355,0,0,0,3179,1948,2037,3076,2,505,11,9722
qwen4b,draw4,model.layers.29.self_attn.o_proj,kl,11,2,9,0,0,0,3179,1948,2037,3076,2,505,11,9722
qwen4b,seed0,model.layers.29.self_attn.q_proj,ce,65,9,56,0,0,0,3299,1716,1869,3356,0,65,13,10162
qwen4b,seed0,model.layers.29.self_attn.q_proj,kl,13,2,11,0,0,0,3299,1716,1869,3356,0,65,13,10162
qwen4b,draw1,model.layers.29.self_attn.q_proj,ce,41,8,33,0,0,0,3401,1720,1758,3361,0,41,9,10190
qwen4b,draw1,model.layers.29.self_attn.q_proj,kl,9,1,8,0,0,0,3401,1720,1758,3361,0,41,9,10190
qwen4b,draw2,model.layers.29.self_attn.q_proj,ce,44,10,34,0,0,0,3332,1791,1814,3303,1,44,9,10186
qwen4b,draw2,model.layers.29.self_attn.q_proj,kl,9,0,9,0,0,0,3332,1791,1814,3303,1,44,9,10186
qwen4b,draw3,model.layers.29.self_attn.q_proj,ce,52,11,41,0,0,0,3302,1769,1807,3362,0,52,9,10179
qwen4b,draw3,model.layers.29.self_attn.q_proj,kl,9,4,5,0,0,0,3302,1769,1807,3362,0,52,9,10179
qwen4b,draw4,model.layers.29.self_attn.q_proj,ce,40,9,31,0,0,0,3400,1773,1890,3177,0,40,4,10196
qwen4b,draw4,model.layers.29.self_attn.q_proj,kl,4,3,1,0,0,0,3400,1773,1890,3177,0,40,4,10196
qwen4b,seed0,model.layers.29.self_attn.v_proj,ce,111,27,84,0,0,0,821,479,500,760,2,111,4,2443
qwen4b,seed0,model.layers.29.self_attn.v_proj,kl,4,3,1,0,0,0,821,479,500,760,2,111,4,2443
qwen4b,draw1,model.layers.29.self_attn.v_proj,ce,88,14,74,0,0,0,867,460,455,778,1,88,2,2469
qwen4b,draw1,model.layers.29.self_attn.v_proj,kl,2,1,1,0,0,0,867,460,455,778,1,88,2,2469
qwen4b,draw2,model.layers.29.self_attn.v_proj,ce,100,23,77,0,0,0,854,453,477,776,4,100,5,2451
qwen4b,draw2,model.layers.29.self_attn.v_proj,kl,5,0,5,0,0,0,854,453,477,776,4,100,5,2451
qwen4b,draw3,model.layers.29.self_attn.v_proj,ce,90,19,71,0,0,0,811,495,490,764,2,90,5,2463
qwen4b,draw3,model.layers.29.self_attn.v_proj,kl,5,2,3,0,0,0,811,495,490,764,2,90,5,2463
qwen4b,draw4,model.layers.29.self_attn.v_proj,ce,98,27,71,0,0,0,791,505,483,781,1,98,1,2460
qwen4b,draw4,model.layers.29.self_attn.v_proj,kl,1,0,1,0,0,0,791,505,483,781,1,98,1,2460
qwen4b,seed0,model.layers.3.mlp.down_proj,ce,127,9,118,0,0,0,8474,3776,3881,8189,27,127,40,24126
qwen4b,seed0,model.layers.3.mlp.down_proj,kl,40,1,39,0,0,0,8474,3776,3881,8189,27,127,40,24126
qwen4b,draw1,model.layers.3.mlp.down_proj,ce,105,3,102,0,0,0,7971,4284,4335,7730,8,105,38,24169
qwen4b,draw1,model.layers.3.mlp.down_proj,kl,38,2,36,0,0,0,7971,4284,4335,7730,8,105,38,24169
qwen4b,draw2,model.layers.3.mlp.down_proj,ce,111,4,107,0,0,0,8562,3676,3773,8309,23,111,59,24127
qwen4b,draw2,model.layers.3.mlp.down_proj,kl,59,0,59,0,0,0,8562,3676,3773,8309,23,111,59,24127
qwen4b,draw3,model.layers.3.mlp.down_proj,ce,102,3,99,0,0,0,8366,3891,3989,8074,17,102,43,24158
qwen4b,draw3,model.layers.3.mlp.down_proj,kl,43,2,41,0,0,0,8366,3891,3989,8074,17,102,43,24158
qwen4b,draw4,model.layers.3.mlp.down_proj,ce,27,1,26,0,0,0,9658,2557,2540,9565,1,27,6,24286
qwen4b,draw4,model.layers.3.mlp.down_proj,kl,6,0,6,0,0,0,9658,2557,2540,9565,1,27,6,24286
qwen4b,seed0,model.layers.3.mlp.gate_proj,ce,51,2,49,0,0,0,8422,3864,3984,8050,7,51,27,24235
qwen4b,seed0,model.layers.3.mlp.gate_proj,kl,27,4,23,0,0,0,8422,3864,3984,8050,7,51,27,24235
qwen4b,draw1,model.layers.3.mlp.gate_proj,ce,33,1,32,0,0,0,7769,4393,4412,7746,4,33,20,24263
qwen4b,draw1,model.layers.3.mlp.gate_proj,kl,20,1,19,0,0,0,7769,4393,4412,7746,4,33,20,24263
qwen4b,draw2,model.layers.3.mlp.gate_proj,ce,46,0,46,0,0,1,8225,3864,3921,8310,6,46,26,24242
qwen4b,draw2,model.layers.3.mlp.gate_proj,kl,26,2,24,0,0,1,8225,3864,3921,8310,6,46,26,24242
qwen4b,draw3,model.layers.3.mlp.gate_proj,ce,51,1,50,0,0,0,8420,3910,4002,7988,2,51,22,24245
qwen4b,draw3,model.layers.3.mlp.gate_proj,kl,22,2,20,0,0,0,8420,3910,4002,7988,2,51,22,24245
qwen4b,draw4,model.layers.3.mlp.gate_proj,ce,20,0,20,0,0,0,10003,2282,2305,9730,2,20,6,24292
qwen4b,draw4,model.layers.3.mlp.gate_proj,kl,6,0,6,0,0,0,10003,2282,2305,9730,2,20,6,24292
qwen4b,seed0,model.layers.3.mlp.up_proj,ce,159,5,154,0,0,0,8392,3671,4006,8251,32,159,41,24088
qwen4b,seed0,model.layers.3.mlp.up_proj,kl,41,1,40,0,0,0,8392,3671,4006,8251,32,159,41,24088
qwen4b,draw1,model.layers.3.mlp.up_proj,ce,100,5,95,0,0,1,8013,4237,4313,7757,36,100,58,24126
qwen4b,draw1,model.layers.3.mlp.up_proj,kl,58,4,54,0,0,0,8013,4237,4313,7757,36,100,58,24126
qwen4b,draw2,model.layers.3.mlp.up_proj,ce,121,3,118,0,0,0,8514,3638,3864,8304,44,121,63,24092
qwen4b,draw2,model.layers.3.mlp.up_proj,kl,63,2,61,0,0,0,8514,3638,3864,8304,44,121,63,24092
qwen4b,draw3,model.layers.3.mlp.up_proj,ce,105,2,103,0,0,0,8451,3829,3845,8195,33,105,63,24119
qwen4b,draw3,model.layers.3.mlp.up_proj,kl,63,1,62,0,0,0,8451,3829,3845,8195,33,105,63,24119
qwen4b,draw4,model.layers.3.mlp.up_proj,ce,40,0,40,0,0,0,10032,2115,2226,9947,6,40,3,24271
qwen4b,draw4,model.layers.3.mlp.up_proj,kl,3,0,3,0,0,0,10032,2115,2226,9947,6,40,3,24271
qwen4b,seed0,model.layers.3.self_attn.k_proj,ce,10,1,9,0,0,0,861,412,415,872,1,10,2,2547
qwen4b,seed0,model.layers.3.self_attn.k_proj,kl,2,1,1,0,0,0,861,412,415,872,1,10,2,2547
qwen4b,draw1,model.layers.3.self_attn.k_proj,ce,8,1,7,0,0,0,754,560,557,689,0,8,3,2549
qwen4b,draw1,model.layers.3.self_attn.k_proj,kl,3,0,3,0,0,0,754,560,557,689,0,8,3,2549
qwen4b,draw2,model.layers.3.self_attn.k_proj,ce,13,0,13,0,0,0,912,360,360,928,1,13,2,2544
qwen4b,draw2,model.layers.3.self_attn.k_proj,kl,2,0,2,0,0,0,912,360,360,928,1,13,2,2544
qwen4b,draw3,model.layers.3.self_attn.k_proj,ce,6,0,6,0,0,0,892,389,382,897,1,6,3,2550
qwen4b,draw3,model.layers.3.self_attn.k_proj,kl,3,1,2,0,0,0,892,389,382,897,1,6,3,2550
qwen4b,draw4,model.layers.3.self_attn.k_proj,ce,1,0,1,0,0,0,1053,224,227,1056,0,1,0,2559
qwen4b,draw4,model.layers.3.self_attn.k_proj,kl,0,0,0,0,0,0,1053,224,227,1056,0,1,0,2559
qwen4b,seed0,model.layers.3.self_attn.o_proj,ce,180,5,175,0,0,0,3731,1446,1575,3488,31,180,32,9997
qwen4b,seed0,model.layers.3.self_attn.o_proj,kl,32,0,32,0,0,0,3731,1446,1575,3488,31,180,32,9997
qwen4b,draw1,model.layers.3.self_attn.o_proj,ce,86,6,80,0,0,0,3363,1842,1763,3272,12,86,32,10110
qwen4b,draw1,model.layers.3.self_attn.o_proj,kl,32,1,31,0,0,0,3363,1842,1763,3272,12,86,32,10110
qwen4b,draw2,model.layers.3.self_attn.o_proj,ce,133,1,132,0,0,0,3863,1351,1349,3677,38,133,50,10019
qwen4b,draw2,model.layers.3.self_attn.o_proj,kl,50,0,50,0,0,0,3863,1351,1349,3677,38,133,50,10019
qwen4b,draw3,model.layers.3.self_attn.o_proj,ce,123,3,120,0,0,0,3749,1433,1488,3570,21,123,48,10048
qwen4b,draw3,model.layers.3.self_attn.o_proj,kl,48,1,47,0,0,0,3749,1433,1488,3570,21,123,48,10048
qwen4b,draw4,model.layers.3.self_attn.o_proj,ce,31,0,31,0,0,0,4180,994,1010,4056,2,31,4,10203
qwen4b,draw4,model.layers.3.self_attn.o_proj,kl,4,0,4,0,0,0,4180,994,1010,4056,2,31,4,10203
qwen4b,seed0,model.layers.3.self_attn.q_proj,ce,24,1,23,0,0,0,3425,1689,1660,3466,1,24,13,10202
qwen4b,seed0,model.layers.3.self_attn.q_proj,kl,13,0,13,0,0,0,3425,1689,1660,3466,1,24,13,10202
qwen4b,draw1,model.layers.3.self_attn.q_proj,ce,19,0,19,0,0,0,2935,2205,2187,2913,1,19,19,10201
qwen4b,draw1,model.layers.3.self_attn.q_proj,kl,19,1,18,0,0,0,2935,2205,2187,2913,1,19,19,10201
qwen4b,draw2,model.layers.3.self_attn.q_proj,ce,21,0,21,0,0,0,3627,1519,1539,3555,2,21,22,10195
qwen4b,draw2,model.layers.3.self_attn.q_proj,kl,22,2,20,0,0,0,3627,1519,1539,3555,2,21,22,10195
qwen4b,draw3,model.layers.3.self_attn.q_proj,ce,21,1,20,0,0,0,3502,1611,1694,3433,1,21,14,10204
qwen4b,draw3,model.layers.3.self_attn.q_proj,kl,14,0,14,0,0,0,3502,1611,1694,3433,1,21,14,10204
qwen4b,draw4,model.layers.3.self_attn.q_proj,ce,5,0,5,0,0,0,4253,858,892,4237,0,5,0,10235
qwen4b,draw4,model.layers.3.self_attn.q_proj,kl,0,0,0,0,0,0,4253,858,892,4237,0,5,0,10235
qwen4b,seed0,model.layers.3.self_attn.v_proj,ce,50,1,49,0,0,0,939,379,364,878,19,50,10,2481
qwen4b,seed0,model.layers.3.self_attn.v_proj,kl,10,0,10,0,0,0,939,379,364,878,19,50,10,2481
qwen4b,draw1,model.layers.3.self_attn.v_proj,ce,32,0,32,0,0,0,864,439,487,770,10,32,17,2501
qwen4b,draw1,model.layers.3.self_attn.v_proj,kl,17,1,16,0,0,0,864,439,487,770,10,32,17,2501
qwen4b,draw2,model.layers.3.self_attn.v_proj,ce,42,0,42,0,0,0,1042,293,309,916,28,42,16,2474
qwen4b,draw2,model.layers.3.self_attn.v_proj,kl,16,0,16,0,0,0,1042,293,309,916,28,42,16,2474
qwen4b,draw3,model.layers.3.self_attn.v_proj,ce,41,0,41,0,0,0,984,336,368,872,23,41,18,2478
qwen4b,draw3,model.layers.3.self_attn.v_proj,kl,18,0,18,0,0,0,984,336,368,872,23,41,18,2478
qwen4b,draw4,model.layers.3.self_attn.v_proj,ce,12,0,12,0,0,0,1031,232,248,1049,2,12,2,2544
qwen4b,draw4,model.layers.3.self_attn.v_proj,kl,2,0,2,0,0,0,1031,232,248,1049,2,12,2,2544
qwen4b,seed0,model.layers.30.mlp.down_proj,ce,382,84,298,0,0,0,8233,4069,4424,7594,10,382,26,23902
qwen4b,seed0,model.layers.30.mlp.down_proj,kl,26,3,23,0,0,0,8233,4069,4424,7594,10,382,26,23902
qwen4b,draw1,model.layers.30.mlp.down_proj,ce,359,77,282,0,0,0,7962,4273,4459,7626,12,359,33,23916
qwen4b,draw1,model.layers.30.mlp.down_proj,kl,33,1,32,0,0,0,7962,4273,4459,7626,12,359,33,23916
qwen4b,draw2,model.layers.30.mlp.down_proj,ce,367,91,276,0,0,0,7759,4382,4595,7584,7,367,33,23913
qwen4b,draw2,model.layers.30.mlp.down_proj,kl,33,5,28,0,0,0,7759,4382,4595,7584,7,367,33,23913
qwen4b,draw3,model.layers.30.mlp.down_proj,ce,351,90,261,0,0,0,7890,4236,4499,7695,5,351,18,23946
qwen4b,draw3,model.layers.30.mlp.down_proj,kl,18,7,11,0,0,0,7890,4236,4499,7695,5,351,18,23946
qwen4b,draw4,model.layers.30.mlp.down_proj,ce,390,103,287,0,0,0,7843,4310,4470,7697,3,390,22,23905
qwen4b,draw4,model.layers.30.mlp.down_proj,kl,22,3,19,0,0,0,7843,4310,4470,7697,3,390,22,23905
qwen4b,seed0,model.layers.30.mlp.gate_proj,ce,87,13,74,0,0,0,8405,3720,3899,8296,2,87,22,24209
qwen4b,seed0,model.layers.30.mlp.gate_proj,kl,22,1,21,0,0,0,8405,3720,3899,8296,2,87,22,24209
qwen4b,draw1,model.layers.30.mlp.gate_proj,ce,65,6,59,0,0,0,8366,3875,4018,8061,1,65,22,24232
qwen4b,draw1,model.layers.30.mlp.gate_proj,kl,22,1,21,0,0,0,8366,3875,4018,8061,1,65,22,24232
qwen4b,draw2,model.layers.30.mlp.gate_proj,ce,60,12,48,0,0,0,8143,4035,4130,8012,4,60,19,24237
qwen4b,draw2,model.layers.30.mlp.gate_proj,kl,19,2,17,0,0,0,8143,4035,4130,8012,4,60,19,24237
qwen4b,draw3,model.layers.30.mlp.gate_proj,ce,57,10,47,0,0,0,8545,3781,3816,8178,1,57,15,24247
qwen4b,draw3,model.layers.30.mlp.gate_proj,kl,15,1,14,0,0,0,8545,3781,3816,8178,1,57,15,24247
qwen4b,draw4,model.layers.30.mlp.gate_proj,ce,65,10,55,0,0,0,8494,3769,3910,8147,1,65,18,24236
qwen4b,draw4,model.layers.30.mlp.gate_proj,kl,18,3,15,0,0,0,8494,3769,3910,8147,1,65,18,24236
qwen4b,seed0,model.layers.30.mlp.up_proj,ce,158,32,126,0,0,0,8424,4004,3963,7929,3,158,23,24136
qwen4b,seed0,model.layers.30.mlp.up_proj,kl,23,2,21,0,0,0,8424,4004,3963,7929,3,158,23,24136
qwen4b,draw1,model.layers.30.mlp.up_proj,ce,118,23,95,0,0,0,8208,4101,4231,7780,3,118,26,24173
qwen4b,draw1,model.layers.30.mlp.up_proj,kl,26,1,25,0,0,0,8208,4101,4231,7780,3,118,26,24173
qwen4b,draw2,model.layers.30.mlp.up_proj,ce,139,26,113,0,0,0,8092,4163,4359,7706,2,139,19,24160
qwen4b,draw2,model.layers.30.mlp.up_proj,kl,19,2,17,0,0,0,8092,4163,4359,7706,2,139,19,24160
qwen4b,draw3,model.layers.30.mlp.up_proj,ce,143,26,117,0,0,0,8288,3974,4091,7967,2,143,18,24157
qwen4b,draw3,model.layers.30.mlp.up_proj,kl,18,4,14,0,0,0,8288,3974,4091,7967,2,143,18,24157
qwen4b,draw4,model.layers.30.mlp.up_proj,ce,153,37,116,0,0,0,8314,3971,4104,7931,2,153,29,24136
qwen4b,draw4,model.layers.30.mlp.up_proj,kl,29,3,26,0,0,0,8314,3971,4104,7931,2,153,29,24136
qwen4b,seed0,model.layers.30.self_attn.k_proj,ce,20,3,17,0,0,0,833,426,456,845,0,20,0,2540
qwen4b,seed0,model.layers.30.self_attn.k_proj,kl,0,0,0,0,0,0,833,426,456,845,0,20,0,2540
qwen4b,draw1,model.layers.30.self_attn.k_proj,ce,16,9,7,0,0,0,838,411,450,861,2,16,3,2539
qwen4b,draw1,model.layers.30.self_attn.k_proj,kl,3,1,2,0,0,0,838,411,450,861,2,16,3,2539
qwen4b,draw2,model.layers.30.self_attn.k_proj,ce,17,5,12,0,0,0,902,378,424,856,0,17,1,2542
qwen4b,draw2,model.layers.30.self_attn.k_proj,kl,1,0,1,0,0,0,902,378,424,856,0,17,1,2542
qwen4b,draw3,model.layers.30.self_attn.k_proj,ce,20,8,12,0,0,0,809,447,473,831,0,20,5,2535
qwen4b,draw3,model.layers.30.self_attn.k_proj,kl,5,2,3,0,0,0,809,447,473,831,0,20,5,2535
qwen4b,draw4,model.layers.30.self_attn.k_proj,ce,23,9,14,0,0,0,852,407,464,837,0,23,2,2535
qwen4b,draw4,model.layers.30.self_attn.k_proj,kl,2,1,1,0,0,0,852,407,464,837,0,23,2,2535
qwen4b,seed0,model.layers.30.self_attn.o_proj,ce,616,182,434,0,0,0,3109,2003,2019,3109,11,616,20,9593
qwen4b,seed0,model.layers.30.self_attn.o_proj,kl,20,4,16,0,0,0,3109,2003,2019,3109,11,616,20,9593
qwen4b,draw1,model.layers.30.self_attn.o_proj,ce,545,134,411,0,0,0,3227,1879,1927,3207,14,545,18,9663
qwen4b,draw1,model.layers.30.self_attn.o_proj,kl,18,6,12,0,0,0,3227,1879,1927,3207,14,545,18,9663
qwen4b,draw2,model.layers.30.self_attn.o_proj,ce,588,189,399,0,0,0,3162,1911,1979,3188,13,588,22,9617
qwen4b,draw2,model.layers.30.self_attn.o_proj,kl,22,8,14,0,0,0,3162,1911,1979,3188,13,588,22,9617
qwen4b,draw3,model.layers.30.self_attn.o_proj,ce,604,205,399,0,0,0,3004,2025,2079,3132,13,604,22,9601
qwen4b,draw3,model.layers.30.self_attn.o_proj,kl,22,9,13,0,0,0,3004,2025,2079,3132,13,604,22,9601
qwen4b,draw4,model.layers.30.self_attn.o_proj,ce,593,180,413,0,0,0,3153,1939,1992,3156,15,593,11,9621
qwen4b,draw4,model.layers.30.self_attn.o_proj,kl,11,4,7,0,0,0,3153,1939,1992,3156,15,593,11,9621
qwen4b,seed0,model.layers.30.self_attn.q_proj,ce,115,35,80,0,0,0,3453,1668,1683,3436,7,115,10,10108
qwen4b,seed0,model.layers.30.self_attn.q_proj,kl,10,4,6,0,0,0,3453,1668,1683,3436,7,115,10,10108
qwen4b,draw1,model.layers.30.self_attn.q_proj,ce,72,20,52,0,0,0,3453,1728,1697,3362,5,72,9,10154
qwen4b,draw1,model.layers.30.self_attn.q_proj,kl,9,2,7,0,0,0,3453,1728,1697,3362,5,72,9,10154
qwen4b,draw2,model.layers.30.self_attn.q_proj,ce,80,22,58,0,0,0,3434,1727,1711,3368,7,80,8,10145
qwen4b,draw2,model.layers.30.self_attn.q_proj,kl,8,3,5,0,0,0,3434,1727,1711,3368,7,80,8,10145
qwen4b,draw3,model.layers.30.self_attn.q_proj,ce,108,33,75,0,0,0,3438,1719,1728,3355,2,108,9,10121
qwen4b,draw3,model.layers.30.self_attn.q_proj,kl,9,4,5,0,0,0,3438,1719,1728,3355,2,108,9,10121
qwen4b,draw4,model.layers.30.self_attn.q_proj,ce,89,30,59,0,0,0,3430,1740,1626,3444,2,89,7,10142
qwen4b,draw4,model.layers.30.self_attn.q_proj,kl,7,3,4,0,0,0,3430,1740,1626,3444,2,89,7,10142
qwen4b,seed0,model.layers.30.self_attn.v_proj,ce,144,40,104,0,0,0,801,490,536,733,3,144,4,2409
qwen4b,seed0,model.layers.30.self_attn.v_proj,kl,4,3,1,0,0,0,801,490,536,733,3,144,4,2409
qwen4b,draw1,model.layers.30.self_attn.v_proj,ce,109,24,85,0,0,0,837,477,498,748,4,109,6,2441
qwen4b,draw1,model.layers.30.self_attn.v_proj,kl,6,3,3,0,0,0,837,477,498,748,4,109,6,2441
qwen4b,draw2,model.layers.30.self_attn.v_proj,ce,125,32,93,0,0,0,804,454,507,795,2,125,6,2427
qwen4b,draw2,model.layers.30.self_attn.v_proj,kl,6,2,4,0,0,0,804,454,507,795,2,125,6,2427
qwen4b,draw3,model.layers.30.self_attn.v_proj,ce,132,44,88,0,0,0,792,484,596,688,3,132,4,2421
qwen4b,draw3,model.layers.30.self_attn.v_proj,kl,4,2,2,0,0,0,792,484,596,688,3,132,4,2421
qwen4b,draw4,model.layers.30.self_attn.v_proj,ce,141,48,93,0,0,0,811,475,510,764,4,141,2,2413
qwen4b,draw4,model.layers.30.self_attn.v_proj,kl,2,2,0,0,0,0,811,475,510,764,4,141,2,2413
qwen4b,seed0,model.layers.31.mlp.down_proj,ce,456,117,339,0,0,0,8036,4271,4520,7493,2,456,37,23825
qwen4b,seed0,model.layers.31.mlp.down_proj,kl,37,3,34,0,0,0,8036,4271,4520,7493,2,456,37,23825
qwen4b,draw1,model.layers.31.mlp.down_proj,ce,416,77,339,0,0,0,7870,4357,4514,7579,5,416,29,23870
qwen4b,draw1,model.layers.31.mlp.down_proj,kl,29,5,24,0,0,0,7870,4357,4514,7579,5,416,29,23870
qwen4b,draw2,model.layers.31.mlp.down_proj,ce,419,111,308,0,0,0,7826,4463,4696,7335,6,419,28,23867
qwen4b,draw2,model.layers.31.mlp.down_proj,kl,28,3,25,0,0,0,7826,4463,4696,7335,6,419,28,23867
qwen4b,draw3,model.layers.31.mlp.down_proj,ce,430,140,290,0,0,0,7894,4499,4602,7325,8,430,31,23851
qwen4b,draw3,model.layers.31.mlp.down_proj,kl,31,8,23,0,0,0,7894,4499,4602,7325,8,430,31,23851
qwen4b,draw4,model.layers.31.mlp.down_proj,ce,482,115,367,0,0,0,7792,4518,4623,7387,0,482,25,23813
qwen4b,draw4,model.layers.31.mlp.down_proj,kl,25,4,21,0,0,0,7792,4518,4623,7387,0,482,25,23813
qwen4b,seed0,model.layers.31.mlp.gate_proj,ce,87,12,75,0,0,0,8422,3760,3856,8282,4,87,24,24205
qwen4b,seed0,model.layers.31.mlp.gate_proj,kl,24,0,24,0,0,0,8422,3760,3856,8282,4,87,24,24205
qwen4b,draw1,model.layers.31.mlp.gate_proj,ce,67,9,58,0,0,0,8275,3945,4032,8068,1,67,17,24235
